total_sqft,bath,balcony,size,location,price,Actual Price,Predicted Price,Error,Squared Error
2400.0,2.0,1.0,3,Kothanur,150.0,150.0,80.14722407414746,69.85277592585254,4879.410304547364
1413.0,2.0,2.0,3,Byatarayanapura,75.0,75.0,84.13684311177344,-9.136843111773445,83.48190204916185
1540.0,2.0,3.0,3,Kengeri,64.0,64.0,58.145045427668606,5.854954572331394,34.2804930440643
1436.0,3.0,1.0,3,Thanisandra,74.75,74.75,96.5974175929241,-21.847417592924103,477.3096554796096
276.0,3.0,3.0,2,Hennur Road,23.0,23.0,80.76411150510809,-57.76411150510809,3336.6925779745607
1427.0,3.0,2.0,3,Thanisandra,120.0,120.0,95.44405497651832,24.555945023481684,602.9944359962549
1600.0,3.0,2.0,3,LB Shastri Nagar,65.0,65.0,92.11294608828169,-27.11294608828169,735.1118455860693
1500.0,2.0,1.0,2,Hormavu,78.0,78.0,56.93789023525423,21.06210976474577,443.6124677421991
880.0,1.0,1.0,2,Electronic City,16.5,16.5,25.08990176028432,-8.58990176028432,73.78641225133566
1200.0,4.0,0.0,4,Ramaswamy Palya - Kammanahalli Main Road,210.0,210.0,116.19087651261523,93.80912348738477,8800.151649471405
1535.0,3.0,2.0,3,Kudlu Gate,83.0,83.0,89.3628569356648,-6.362856935664794,40.48594838373758
957.0,2.0,1.0,2,Kannamangala,58.0,58.0,64.61885664096935,-6.618856640969355,43.80926323370414
1500.0,2.0,1.0,3,Electronic City,64.5,64.5,61.915552946185755,2.5844470538142446,6.679366573969129
1152.0,2.0,1.0,2,Electronic City,64.5,64.5,49.288649603530146,15.211350396469854,231.38518088418357
1700.0,3.0,2.0,3,Hebbal Kempapura,155.0,155.0,138.26795897085165,16.73204102914835,279.9611970011037
1025.0,2.0,1.0,2,Electronic City,46.0,46.0,47.86510535538224,-1.8651053553822408,3.4786179866755145
1207.0,2.0,2.0,2,Nagondanahalli,43.5,43.5,30.127663413764758,13.372336586235242,178.81938577556562
1798.0,3.0,2.0,3,"Off Sarjapur Road, ",89.0,89.0,110.80085753521311,-21.80085753521311,475.2773892706583
589.0,1.0,1.0,1,Electronic City,27.0,27.0,13.101911977821082,13.898088022178918,193.1568506722331
1148.0,2.0,2.0,2,Dodda Nekkundi Extension,60.0,60.0,69.49321701475134,-9.493217014751338,90.1211692891643
1500.0,3.0,2.0,3,Vijayanagar,75.5,75.5,109.82407244070073,-34.32407244070073,1178.1419489144714
1600.0,4.0,0.0,4,Attibele,52.8,52.8,111.22073377813797,-58.42073377813797,3412.982135176071
1866.0,2.0,2.0,3,Hennur Road,61.58,61.58,87.21518941196773,-25.63518941196773,657.1629361874624
700.0,1.0,1.0,2,Geleyara Balaga Layout,26.0,26.0,28.63186271530266,-2.6318627153026597,6.926701352200289
1804.0,3.0,2.0,3,Kalena Agrahara,120.0,120.0,101.24759883152157,18.75240116847843,351.65254958355115
1252.0,3.0,3.0,3,Jigani,55.0,55.0,76.34985511583497,-21.34985511583497,455.81631346714465
2000.0,4.0,0.0,4,RMV 2nd Stage,120.0,120.0,285.7696006501945,-165.7696006501945,27479.56049972496
1010.0,2.0,1.0,2,Singasandra,29.5,29.5,54.57223620977409,-25.07223620977409,628.617028558707
1847.0,3.0,2.0,3,Kothanur,105.0,105.0,94.04605728139151,10.953942718608488,119.98886108255591
1100.0,2.0,3.0,2,AECS Layout,45.0,45.0,53.08033348449278,-8.080333484492783,65.29178922061529
1350.0,2.0,1.0,2,Yelahanka,55.55,55.55,62.570811474370146,-7.020811474370149,49.29179375864754
1280.0,2.0,2.0,2,Whitefield,75.0,75.0,63.11768829160019,11.882311708399811,141.18933153557523
1113.0,2.0,1.0,2,Motappa Layout,51.0,51.0,49.203793036714615,1.7962069632853854,3.226359454954906
1128.0,2.0,1.0,2,Electronic City,65.0,65.0,49.01963336765968,15.98036663234032,255.37211770401592
1645.0,3.0,2.0,3,Basavanna Nagar,95.0,95.0,91.56497557835351,3.4350244216464887,11.799392777307794
1850.0,3.0,1.0,3,7th Phase JP Nagar,150.0,150.0,109.76905788450821,40.230942115491786,1618.5287035000506
1350.0,2.0,0.0,3,Bull Temple Road,140.0,140.0,66.84626572401294,73.15373427598706,5351.468838521724
1800.0,3.0,0.0,3,Prashanth Nagar,150.0,150.0,93.04021731662996,56.95978268337004,3244.4168433367413
11.0,3.0,2.0,3,Suragajakkanahalli,74.0,74.0,70.88233567905093,3.117664320949075,9.719830818118856
1508.0,2.0,1.0,2,Harlur,77.0,77.0,82.64543485334805,-5.64543485334805,31.870934683396918
1388.0,2.0,3.0,2,Akshaya Nagar,57.0,57.0,64.15019041142787,-7.150190411427872,51.125222919675075
1075.0,2.0,1.0,2,Hennur,52.0,52.0,57.454831031748824,-5.454831031748824,29.755181584929943
530.0,1.0,0.0,1,Chandapura,11.66,11.66,0.8644903394349512,10.795509660565049,116.5430288313533
1200.0,2.0,2.0,2,Begur Road,46.8,46.8,43.61971922782653,3.180280772173468,10.11418578985627
1800.0,3.0,2.0,3,Electronic City,95.0,95.0,85.37567153665944,9.62432846334056,92.62769837026728
1400.0,3.0,0.0,3,Jalahalli,77.0,77.0,114.77821336513381,-37.77821336513381,1427.1934050615748
1200.0,1.0,1.0,2,Anekal,36.0,36.0,25.8489907885967,10.151009211403299,103.04298800999462
950.0,2.0,1.0,2,Kanakpura Road,40.0,40.0,54.60395443412659,-14.603954434126592,213.27548511404575
1460.0,2.0,1.0,2,Ashirvad Colony,58.0,58.0,56.999336182695345,1.0006638173046554,1.0013280752627247
1656.0,2.0,1.0,2,Hosur Road,120.0,120.0,76.13261661104725,43.867383388952746,1924.3473253933673
1910.0,3.0,2.0,3,Whitefield,161.0,161.0,100.05542957578098,60.94457042421902,3714.2406641925922
1350.0,3.0,2.0,3,Nagarbhavi,150.0,150.0,109.32367664206878,40.676323357931224,1654.5632819189814
1200.0,2.0,0.0,2,TC Palaya,60.0,60.0,56.07161001207298,3.9283899879270194,15.432247897245247
1240.0,2.0,2.0,2,Yelenahalli,47.12,47.12,42.624895389296334,4.495104610703663,20.20596546116933
1400.0,2.0,1.0,3,7th Phase JP Nagar,95.0,95.0,83.57510629188972,11.424893708110275,130.52819624161776
1752.12,3.0,2.0,3,Harlur,135.0,135.0,114.20536189717043,20.794638102829566,432.4169738276512
1346.0,2.0,1.0,2,Sarjapur  Road,74.03,74.03,68.95437300936968,5.075626990630326,25.76198934801506
1190.0,2.0,2.0,3,Chandapura,30.35,30.35,44.75970678507889,-14.409706785078889,207.63964963194857
950.0,2.0,1.0,2,Marathahalli,46.96,46.96,67.121397948716,-20.161397948715994,406.4819672464895
1760.0,2.0,2.0,3,Hebbal,130.0,130.0,96.44684592618448,33.55315407381552,1125.814148301203
1200.0,2.0,1.0,2,NS Palya,74.0,74.0,55.38626479933296,18.613735200667037,346.47113812055113
929.0,2.0,0.0,2,Subramanyapura,50.17,50.17,55.40465394964106,-5.234653949641057,27.40160197249272
600.0,3.0,2.0,3,Banjara Layout,58.0,58.0,75.85917724657017,-17.85917724657017,318.95021192440964
1196.0,2.0,2.0,2,Hoodi,94.42,94.42,66.20720204140238,28.21279795859762,795.96196865265
1150.0,3.0,3.0,2,5th Phase JP Nagar,52.5,52.5,80.61772198904727,-28.11772198904727,790.6062898533523
1128.0,2.0,1.0,2,Electronic City,63.0,63.0,49.01963336765968,13.98036663234032,195.45065117465464
1040.0,2.0,1.0,2,Whitefield,48.5,48.5,61.48000746084985,-12.980007460849848,168.4805936837177
720.0,2.0,1.0,2,Maragondanahalli,45.0,45.0,40.78024175707719,4.219758242922808,17.806359628714983
883.0,2.0,1.0,2,Kambipura,45.0,45.0,41.24941431347657,3.7505856865234293,14.066892991954424
1200.0,3.0,1.0,4,BHEL Layout,165.0,165.0,124.05064703181296,40.94935296818704,1676.849508513169
700.0,1.0,0.0,1,Medahalli,41.0,41.0,10.629085992628191,30.37091400737181,922.3924176431732
1600.0,4.0,1.0,4,Kashi Nagar,80.0,80.0,111.34211409161847,-31.34211409161847,982.328115732029
1353.0,2.0,2.0,2,VHBCS Layout,110.0,110.0,105.6375351207599,4.362464879240093,19.03109982260328
1000.0,2.0,1.0,2,Electronic City Phase II,25.0,25.0,35.78272669242451,-10.78272669242451,116.26719492352403
1867.0,3.0,1.0,3,Rajiv Nagar,160.0,160.0,111.9232922123214,48.0767077876786,2311.369831701836
1282.0,2.0,2.0,3,Magadi Road,49.0,49.0,68.12631240876843,-19.126312408768428,365.8158263578091
1325.0,2.0,1.0,3,Byatarayanapura,90.0,90.0,84.20293177486943,5.797068225130573,33.60600000681853
1800.0,1.0,1.0,2,Herohalli,80.0,80.0,56.311350090780195,23.688649909219805,561.1521345215795
1780.0,4.0,3.0,4,Marathahalli,175.0,175.0,134.0720432351563,40.927956764843714,1675.0976449449163
2225.0,3.0,1.0,3,7th Phase JP Nagar,160.0,160.0,113.9724365699843,46.027563430015704,2118.536595304119
1490.0,3.0,1.0,3,Electronics City Phase 1,84.0,84.0,86.1309042590124,-2.1309042590123966,4.540752961077171
1550.0,3.0,3.0,3,Sarjapur  Road,100.0,100.0,99.01211305094091,0.9878869490590887,0.9759206241212744
1600.0,3.0,2.0,3,Koramangala,86.0,86.0,151.01016550669405,-65.01016550669405,4226.3216192077525
1230.0,2.0,2.0,2,Marathahalli,80.0,80.0,69.20743917258378,10.792560827416224,116.47936921347917
1460.0,3.0,1.0,3,Harlur,73.0,73.0,111.98346747418805,-38.983467474188046,1519.7107363110774
1578.0,3.0,1.0,3,Dooravani Nagar,180.0,180.0,104.54727930922881,75.45272069077119,5693.113059639531
1253.0,2.0,1.0,2,Koramangala,102.0,102.0,118.2970555317736,-16.297055531773594,265.5940190057123
1419.0,3.0,3.0,3,Kanakapura,75.0,75.0,85.13622328517751,-10.136223285177508,102.74302248697471
1709.0,3.0,2.0,3,Harlur,150.0,150.0,113.72202939338982,36.27797060661018,1316.0911513340723
2791.0,3.0,1.0,3,Konanakunte,223.0,223.0,134.4947622685616,88.5052377314384,7833.177105898427
1125.0,4.0,1.0,3,Doddagubbi,70.0,70.0,83.0838827113839,-13.083882711383893,171.18798680525035
2060.0,3.0,2.0,3,Arekere,140.0,140.0,107.69205290764215,32.30794709235785,1043.8034453225941
1920.0,3.0,2.0,3,Hebbal,134.0,134.0,119.39018466870147,14.609815331298535,213.44670401464572
711.0,1.0,1.0,1,Kanakapura,36.0,36.0,19.553077197745445,16.446922802254555,270.50126966332084
1200.0,2.0,1.0,2,Mysore Road,85.0,85.0,57.159089818204976,27.840910181795024,775.1162797507778
1180.0,2.0,3.0,2,6th Phase JP Nagar,80.0,80.0,85.76709691456675,-5.76709691456675,33.259406822005324
1500.0,2.0,2.0,3,Hennur Road,62.0,62.0,83.11269181494305,-21.112691814943048,445.74575567276315
1160.0,2.0,2.0,2,Poornapragna Housing Society Layout,52.2,52.2,48.393793397502506,3.8062066024974968,14.487208700895538
1260.0,2.0,1.0,2,Raja Rajeshwari Nagar,67.39,67.39,49.700336585457094,17.689663414542906,312.92419171981777
1720.0,3.0,3.0,3,Mahadevpura,78.0,78.0,90.71822166057018,-12.71822166057018,161.75316220739649
1141.0,2.0,2.0,2,Raja Rajeshwari Nagar,38.55,38.55,47.31398288797831,-8.763982887978315,76.80739606077672
1355.0,2.0,2.0,2,Langford Town,115.0,115.0,128.80538741328758,-13.805387413287576,190.58872163095904
1140.0,2.0,1.0,2,Whitefield,56.0,56.0,62.600908443643476,-6.600908443643476,43.57199228136374
1683.0,3.0,1.0,3,Lingadheeranahalli,109.0,109.0,113.56582744541336,-4.565827445413362,20.846780261289904
1380.0,3.0,0.0,4,Bannerghatta Road,58.0,58.0,103.10860542071845,-45.10860542071845,2034.7862830020697
600.0,2.0,1.0,2,Anjappa Layout,55.0,55.0,67.64514117886415,-12.64514117886415,159.89959543340584
2300.0,3.0,3.0,3,Avalahalli,120.0,120.0,120.81459631698422,-0.8145963169842219,0.6635671596442588
1580.0,3.0,3.0,3,Kothanur,76.0,76.0,90.00077012937818,-14.000770129378182,196.02156421568836
1092.0,2.0,1.0,3,B Narayanapura,98.5,98.5,62.22618041157462,36.27381958842538,1315.789987533633
1045.0,2.0,0.0,2,Green Garden Layout,45.0,45.0,33.768383562189435,11.231616437810565,126.1492078060965
1500.0,2.0,3.0,3,Begur Road,54.0,54.0,54.65610857078683,-0.6561085707868273,0.4304784566599331
1160.0,2.0,2.0,2,Kengeri,40.61,40.61,46.2119352984734,-5.6019352984734,31.38167908828226
1460.0,2.0,1.0,3,Bannerghatta Road,90.0,90.0,73.07677958641803,16.923220413581973,286.3953891666776
1094.0,2.0,2.0,2,Electronic City,42.0,42.0,47.58604550555549,-5.586045505555489,31.20390439013668
1020.0,2.0,1.0,2,Kaval Byrasandra,52.0,52.0,51.06357724156389,0.9364227584361089,0.8768875825170912
1077.0,2.0,2.0,2,Banashankari,37.64,37.64,65.24003554610101,-27.60003554610101,761.7619621460394
1341.0,2.0,1.0,2,Hegde Nagar,97.0,97.0,86.21049632442103,10.78950367557897,116.41338956533211
1279.0,2.0,1.0,2,Jakkur,77.0,77.0,76.34795528983358,0.6520447101664217,0.4251623040560129
1185.0,2.0,2.0,2,Thanisandra,43.51,43.51,62.85540950557677,-19.345409505576775,374.24486893846023
1750.0,3.0,2.0,3,Vadarpalya,85.0,85.0,96.59501402269827,-11.595014022698265,134.4443501865694
1070.0,2.0,1.0,2,Electronic City,55.0,55.0,48.36951079763938,6.6304892023606214,43.96338706262079
1750.0,3.0,2.0,3,Koramangala,130.0,130.0,152.6915169808845,-22.6915169808845,514.9049428937697
1185.0,2.0,1.0,2,Kaggadasapura,41.0,41.0,47.77132396097855,-6.771323960978549,45.85082818452223
1120.0,2.0,0.0,2,Koramangala,65.0,65.0,117.85873875261242,-52.858738752612425,2794.0462625169307
1556.0,2.0,1.0,3,Bannerghatta Road,59.13,59.13,74.15284452989991,-15.022844529899906,225.68585776954353
1602.0,2.0,0.0,3,ITI Layout,75.0,75.0,91.6085174436675,-16.608517443667495,275.84285167660744
10961.0,4.0,1.0,4,4 Bedroom Farm House in Bagalur,80.0,80.0,11509935134.766834,-11509935054.766834,1.3247860496495041e+20
1141.0,2.0,1.0,2,Anandapura,42.79,42.79,42.06175934460633,0.7282406553936696,0.5303344521682014
1320.0,2.0,1.0,3,Electronic City,38.13,38.13,59.89793117715723,-21.76793117715723,473.84282773345376
1450.0,2.0,1.0,3,7th Phase JP Nagar,100.0,100.0,84.13555678328655,15.864443216713454,251.68055857632552
1200.0,2.0,1.0,2,Nagarbhavi,150.0,150.0,78.81874160325175,71.18125839674825,5066.771546944643
1198.0,2.0,2.0,2,Kadugodi,58.0,58.0,63.43652490827009,-5.436524908270087,29.555803078241077
1691.0,3.0,2.0,3,Sarjapur  Road,113.0,113.0,101.64506496463429,11.354935035365713,128.93454965737575
1240.0,3.0,2.0,3,8th Phase JP Nagar,43.5,43.5,82.49470469176272,-38.99470469176272,1520.5869939977815
1142.0,2.0,2.0,2,Brookefield,70.0,70.0,72.25725988063334,-2.2572598806333417,5.095222168716848
600.0,4.0,1.0,8,Vijayanagar,72.0,72.0,165.5691819062286,-93.56918190622861,8755.191802600899
1567.0,2.0,2.0,2,Kasturi Nagar,92.0,92.0,79.41953690133873,12.58046309866127,158.2680517767779
1090.0,2.0,1.0,2,Talaghattapura,27.24,27.24,72.64358231056757,-45.40358231056757,2061.4852866324845
1200.0,2.0,2.0,2,Subramanyapura,52.0,52.0,56.33733255710305,-4.337332557103053,18.812453710906112
2072.0,4.0,2.0,3,Thigalarapalya,142.0,142.0,154.5345427489804,-12.534542748980414,157.11476192601748
1540.0,2.0,0.0,3,Uttarahalli,40.0,40.0,61.0116257988001,-21.011625798800097,441.4884187088018
630.0,1.0,1.0,1,Electronic City Phase II,40.0,40.0,1.7593279635071397,38.24067203649286,1462.348997802607
1100.0,3.0,2.0,3,Kanakpura Road,58.0,58.0,85.10888947294362,-27.108889472943616,734.8918884562733
1015.0,2.0,2.0,2,Chandapura,25.88,25.88,34.07196214265626,-8.191962142656262,67.10824374671337
823.0,2.0,1.0,2,Hennagara,28.0,28.0,51.160468094199246,-23.160468094199246,536.4072823424212
1050.0,2.0,0.0,2,Ramamurthy Nagar,37.0,37.0,58.28567933028506,-21.285679330285063,453.0801445517248
1000.0,1.0,1.0,1,Varthur,70.0,70.0,25.073878181358005,44.926121818641995,2018.3564216634604
1575.0,3.0,2.0,3,Green Glen Layout,125.0,125.0,113.26649841571992,11.733501584280077,137.6750594283031
2400.0,3.0,1.0,2,Electronic City Phase II,150.0,150.0,72.62523762158241,77.37476237841759,5986.853853116585
1174.0,2.0,1.0,2,Harlur,69.0,69.0,78.90162557081733,-9.90162557081733,98.04218894466362
918.0,2.0,2.0,2,Jigani,52.0,52.0,43.78246226867766,8.217537731322338,67.52792636570628
1300.0,1.0,0.0,1,Byatarayanapura,200.0,200.0,46.37295504201063,153.62704495798937,23601.268942524086
793.0,2.0,1.0,2,Bannerghatta Road,45.0,45.0,56.87420210865076,-11.874202108650763,140.99667571708625
1019.0,2.0,2.0,2,Marathahalli,49.86,49.86,66.84233809888923,-16.98233809888923,288.3998073049847
1282.0,2.0,2.0,2,Kaverappa Layout,87.0,87.0,75.76819727148089,11.231802728519114,126.15339253236941
1500.0,2.0,2.0,3,Sahakara Nagar,95.0,95.0,89.81866164656147,5.181338353438534,26.846267132813136
1540.0,3.0,0.0,3,Uttarahalli,50.0,50.0,82.16152296884727,-32.161522968847265,1034.36355967569
600.0,4.0,0.0,3,Kothannur,95.0,95.0,85.64892046529441,9.35107953470559,87.44268846438972
1300.0,1.0,1.0,2,sapthagiri Layout,115.0,115.0,35.35726861207936,79.64273138792063,6342.964662928479
900.0,2.0,1.0,3,Sarjapur,42.0,42.0,50.15484849877774,-8.154848498777739,66.50155403801753
1020.0,2.0,1.0,2,NGR Layout,48.45,48.45,49.45083469779439,-1.0008346977943887,1.0016700923091855
1485.0,2.0,2.0,3,Vidyaranyapura,67.0,67.0,68.21605886856383,-1.2160588685638345,1.4787991718127533
600.0,3.0,2.0,4,Thurahalli,65.0,65.0,65.00743172471776,-0.007431724717761767,5.523053228059122e-05
1460.0,2.0,1.0,2,Horamavu Banaswadi,80.5,80.5,49.83325218498122,30.66674781501878,940.4494215499592
1467.0,2.0,1.0,2,HSR Layout,55.0,55.0,63.84967821600766,-8.84967821600766,78.31680452688053
1194.0,2.0,2.0,2,Haralur Road,46.0,46.0,59.85135698496353,-13.85135698496353,191.86009032489798
1563.0,3.0,2.0,3,Suraksha Nagar,52.0,52.0,63.857054020942314,-11.857054020942314,140.5897300555443
1560.0,3.0,2.0,3,Horamavu Agara,75.0,75.0,79.26551286081687,-4.2655128608168695,18.194599965794115
1150.0,2.0,2.0,3,Seegehalli,42.9,42.9,54.25826815796863,-11.35826815796863,129.01025554832412
929.0,2.0,1.0,2,Kanakapura,46.0,46.0,51.872706432816514,-5.872706432816514,34.48868084604447
1470.0,2.0,1.0,3,Banashankari,88.64,88.64,79.42382585896812,9.216174141031885,84.93786579782481
1200.0,4.0,0.0,4,Manjunath Nagar,135.0,135.0,190.64118724398273,-55.64118724398273,3095.9417179199463
1824.0,3.0,3.0,3,Mango Garden Layout,125.0,125.0,90.15178896865825,34.84821103134175,1214.3978120849288
1225.0,2.0,1.0,2,Haralur Road,67.38,67.38,61.251317817583924,6.128682182416071,37.560745293064215
880.0,2.0,2.0,2,Electronic City,29.0,29.0,45.18731740237712,-16.18731740237712,262.0292446853011
1027.0,2.0,2.0,2,Haralur Road,44.0,44.0,57.979452343698185,-13.979452343698185,195.42508782972868
1100.0,2.0,1.0,2,Thanisandra,38.0,38.0,62.955125198156566,-24.955125198156566,622.7582736556687
1128.0,2.0,2.0,2,Indira Nagar,105.0,105.0,121.25974683552778,-16.25974683552778,264.3793671554556
1255.0,2.0,1.0,2,Hennur,52.32,52.32,59.47245280077735,-7.152452800777347,51.157581067347714
1035.0,2.0,1.0,2,Bommasandra,41.0,41.0,33.2457185582527,7.7542814417473025,60.12888067782662
1937.0,3.0,2.0,3,Marathahalli,160.0,160.0,107.00827421351566,52.99172578648434,2808.1230018299493
1053.0,2.0,1.0,2,Neeladri Nagar,45.0,45.0,53.77888611683524,-8.778886116835238,77.06884145236249
1523.0,3.0,3.0,3,Yeshwanthpur,170.0,170.0,110.69574487544307,59.30425512455693,3516.9946758785372
700.0,1.0,0.0,1,Kaggalipura,38.0,38.0,27.518669106511396,10.481330893488604,109.85829729879862
2400.0,3.0,2.0,3,Manayata Tech Park,170.0,170.0,88.04582610646253,81.95417389353747,6716.486618572179
1480.0,2.0,2.0,2,Kullappa Colony,65.0,65.0,64.70572232404739,0.294277675952614,0.0865993505640717
1008.0,2.0,3.0,2,Uttarahalli,45.0,45.0,43.164820063941136,1.8351799360588643,3.3678853977130174
1278.0,2.0,1.0,3,Raja Rajeshwari Nagar,53.76,53.76,58.62826668489373,-4.868266684893733,23.700020515246216
1078.0,2.0,3.0,2,OMBR Layout,65.0,65.0,80.04601967992173,-15.046019679921727,226.3827082085919
1484.0,3.0,2.0,3,Bannerghatta Road,52.5,52.5,93.4432114643813,-40.94321146438131,1676.346565017045
485.0,1.0,1.0,1,Makali,15.0,15.0,16.156914060833202,-1.156914060833202,1.3384501441535699
1384.0,3.0,2.0,3,RWF West Colony,62.28,62.28,87.42475510079846,-25.144755100798463,632.2587090791303
1960.0,3.0,3.0,3,Garudachar Palya,160.0,160.0,87.75832630343344,72.24167369656656,5218.859418481197
2150.0,4.0,1.0,4,Vibuthipura,80.0,80.0,181.10757702646092,-101.10757702646092,10222.742132161728
1565.0,3.0,2.0,3,Kasturi Nagar,88.5,88.5,109.27318397426382,-20.773183974263816,431.52517242861103
1726.0,3.0,2.0,3,Hosa Road,81.99,81.99,93.31697898389629,-11.326978983896296,128.30045290162838
1800.0,3.0,3.0,3,Coconut Garden,80.0,80.0,101.34797984448083,-21.347979844480832,455.7362434403599
1415.0,2.0,1.0,3,Sonnenahalli,55.0,55.0,61.89736603690817,-6.897366036908167,47.57365824709427
1121.0,2.0,2.0,2,Kasavanhalli,78.0,78.0,66.38951053668009,11.610489463319908,134.8034655778626
1650.0,3.0,2.0,3,Billekahalli,88.0,88.0,112.65949695885453,-24.659496958854533,608.0907902637559
1495.0,2.0,0.0,3,Sarjapur  Road,64.0,64.0,80.40316492422033,-16.403164924220334,269.06381953117227
1523.0,2.0,2.0,3,Nagarbhavi,53.4,53.4,90.11293817225459,-36.71293817225459,1347.839829239788
1355.0,3.0,1.0,3,Hebbal,83.87,83.87,114.10957564387184,-30.23957564387183,914.4319351214465
1262.0,2.0,2.0,2,Ashwath Nagar,63.0,63.0,59.492202714747776,3.5077972852522237,12.30464179442287
1300.0,3.0,3.0,3,Jigani,150.0,150.0,76.8878875875759,73.1121124124241,5345.380981406937
1840.0,3.0,1.0,3,Kothanur,69.0,69.0,95.02007574055033,-26.020075740550325,677.0443415439755
890.0,2.0,2.0,2,Electronic City,45.0,45.0,45.299407500656486,-0.2994075006564856,0.08964485144936342
1655.0,3.0,2.0,3,Rukmaiah Layout,86.06,86.06,89.30994783576423,-3.2499478357642317,10.562160935188613
1200.0,2.0,0.0,2,KR Puram,71.0,71.0,52.45558293633303,18.54441706366697,343.8954042312227
1075.0,2.0,1.0,2,Yelahanka,51.5,51.5,59.48833377168768,-7.988333771687678,63.81347644788588
1450.0,3.0,1.0,3,Puttanahalli,65.0,65.0,77.8193143428397,-12.819314342839704,164.33482022053573
1146.0,2.0,1.0,2,Marathahalli,70.0,70.0,69.31836387499149,0.6816361250085095,0.4646278069166163
785.0,1.0,1.0,1,Electronics City Phase 1,55.0,55.0,18.476422145155418,36.52357785484458,1333.9717393188935
921.0,2.0,2.0,2,Bellandur,40.0,40.0,59.116528402122896,-19.116528402122896,365.44165814917136
1700.0,3.0,3.0,3,Sarjapur  Road,110.0,110.0,100.69346452513136,9.306535474868639,86.61160254498844
1197.0,2.0,1.0,2,Harlur,84.0,84.0,79.15943279685987,4.840567203140125,23.431090848115815
920.0,2.0,2.0,2,Poorna Pragna Layout,39.55,39.55,41.609906557370195,-2.059906557370198,4.24321502509674
1105.0,2.0,1.0,2,Raja Rajeshwari Nagar,65.0,65.0,47.962940062126975,17.037059937873025,290.261411326678
1595.0,3.0,2.0,3,"Varthur Road, ",76.0,76.0,88.6374072455949,-12.6374072455949,159.70406189101448
1093.0,2.0,2.0,2,Chikka Banaswadi,65.0,65.0,53.13441921977946,11.86558078022054,140.79200725193908
620.0,2.0,1.0,2,Anekal,22.0,22.0,40.49766225844084,-18.49766225844084,342.16350902734666
1330.0,2.0,1.0,2,Whitefield,71.0,71.0,64.73062031095137,6.269379689048634,39.305121685455546
1475.0,2.0,2.0,3,Poorna Pragna Layout,58.99,58.99,56.557074934408604,2.432925065591398,5.919124374782909
1614.0,3.0,2.0,3,Yelahanka,95.0,95.0,94.35357363357193,0.6464263664280736,0.41786704721340207
1100.0,2.0,1.0,2,Hennur Busstop,62.7,62.7,54.26536381650054,8.434636183499464,71.1430875479984
930.0,2.0,1.0,2,GB Palya,45.0,45.0,52.359832145792666,-7.359832145792666,54.167129214243076
700.0,1.0,0.0,1,9th Block Jayanagar,150.0,150.0,9829807080.905859,-9829806930.905859,9.662510429888486e+19
1890.0,4.0,3.0,3,Kadugodi,127.0,127.0,121.16664044387574,5.833359556124265,34.02808371102628
1240.0,2.0,2.0,3,Gaurava Nagar,46.0,46.0,63.50831158703245,-17.508311587032452,306.54097462861483
